[1, -599][DEBUG] 出怪种子: 0x2F4A177E
[1, -599][DEBUG] 阳光: 8000, 白, 0f, SL次数: 0 [13:53]
[1, -599][DEBUG] 阳光: 9915, 快, 610f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9890, 白, 612f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9865, 白, 614f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9890, 慢, 616f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9890, 白, 618f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9865, 快, 620f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9865, 变, 622f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9840, 慢, 624f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9840, 变, 626f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9840, 慢, 628f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9915, 慢, 630f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9840, 慢, 632f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9915, 快, 634f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9865, 变, 636f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9915, 白, 638f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9890, 快, 640f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9865, 慢, 642f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9890, 白, 644f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9890, 变, 646f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9840, 快, 648f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9865, 变, 650f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9915, 变, 652f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9915, 白, 654f, SL次数: 0 [14:02]
[1, -599][DEBUG] 阳光: 9865, 变, 656f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9840, 快, 658f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 快, 660f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 慢, 662f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9840, 慢, 664f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9915, 慢, 666f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 慢, 668f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 快, 670f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 快, 672f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 变, 674f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9840, 慢, 676f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 快, 678f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 变, 680f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9840, 慢, 682f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9915, 变, 684f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9915, 慢, 686f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 变, 688f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9915, 白, 690f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 快, 692f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9915, 快, 694f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 白, 696f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 快, 698f, SL次数: 0 [14:03]
[1, -599][DEBUG] N: [3-9 97 4-9 0] [慢 38 变 57 白 1 快 1]
加压a: [慢 1 变 2 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 69 变 87 白 108 快 86] 预计 16:16 完成 10k flags (共 142 min)
[1, -599][DEBUG] 出怪种子: 0xC86EA79E
[1, -599][DEBUG] 阳光: 9865, 快, 700f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 变, 702f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9915, 白, 704f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 慢, 706f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9840, 变, 708f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9840, 快, 710f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 变, 712f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9840, 慢, 714f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9915, 变, 716f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9815, 快, 718f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 快, 720f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 快, 722f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9865, 快, 724f, SL次数: 0 [14:03]
[1, -599][DEBUG] 阳光: 9890, 慢, 726f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9840, 变, 728f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 快, 730f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 变, 732f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9840, 白, 734f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 快, 736f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 白, 738f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 快, 740f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 快, 742f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 变, 744f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9815, 快, 746f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 白, 748f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 变, 750f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9840, 快, 752f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 变, 754f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9815, 白, 756f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 白, 758f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 白, 760f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 白, 762f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 白, 764f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 变, 766f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9915, 白, 768f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 白, 770f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 白, 772f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 快, 774f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 快, 776f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 变, 778f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9915, 慢, 780f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 变, 782f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9815, 快, 784f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 快, 786f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 白, 788f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9890, 快, 790f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 快, 792f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 快, 794f, SL次数: 0 [14:04]
[1, -599][DEBUG] 阳光: 9865, 白, 796f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 变, 798f, SL次数: 0 [14:05]
[1, -599][DEBUG] N: [3-9 109 4-9 0] [慢 41 变 66 白 1 快 1]
加压a: [慢 1 变 2 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 73 变 100 白 122 快 105] 预计 16:16 完成 10k flags (共 142 min)
[1, -599][DEBUG] 出怪种子: 0xA0BB55EF
[1, -599][DEBUG] 阳光: 9815, 变, 800f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9840, 变, 802f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9840, 白, 804f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 快, 806f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 变, 808f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9840, 慢, 810f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 变, 812f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9840, 快, 814f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 快, 816f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 变, 818f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9815, 快, 820f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 变, 822f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9915, 快, 824f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 快, 826f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 白, 828f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 变, 830f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9840, 白, 832f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 白, 834f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 变, 836f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9840, 快, 838f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 快, 840f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 快, 842f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 慢, 844f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 白, 846f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 快, 848f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 白, 850f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 快, 852f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 快, 854f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 慢, 856f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9915, 变, 858f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9915, 变, 860f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9915, 慢, 862f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 慢, 864f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9865, 白, 866f, SL次数: 0 [14:05]
[1, -599][DEBUG] 阳光: 9890, 慢, 868f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9840, 变, 870f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9840, 白, 872f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 白, 874f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9890, 快, 876f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 变, 878f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9840, 快, 880f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9890, 白, 882f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 慢, 884f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9915, 慢, 886f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 快, 888f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 白, 890f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 快, 892f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9890, 白, 894f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 白, 896f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 变, 898f, SL次数: 0 [14:06]
[1, -599][DEBUG] N: [3-9 124 4-9 0] [慢 46 变 76 白 1 快 1]
加压a: [慢 1 变 2 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 81 变 113 白 135 快 121] 预计 16:16 完成 10k flags (共 142 min)
[1, -599][DEBUG] 出怪种子: 0x1CC4782A
[1, -599][DEBUG] 阳光: 9840, 变, 900f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9840, 慢, 902f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9915, 快, 904f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9890, 白, 906f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9890, 快, 908f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 白, 910f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9890, 慢, 912f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 变, 914f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9840, 快, 916f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 白, 918f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9890, 慢, 920f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9915, 快, 922f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9865, 快, 924f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9890, 变, 926f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9840, 慢, 928f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9915, 变, 930f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9840, 变, 932f, SL次数: 0 [14:06]
[1, -599][DEBUG] 阳光: 9915, 变, 934f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9840, 慢, 936f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 白, 938f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 白, 940f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 快, 942f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 白, 944f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 变, 946f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9915, 白, 948f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 白, 950f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 白, 952f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 白, 954f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 快, 956f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 白, 958f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 白, 960f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 快, 962f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 慢, 964f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 快, 966f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 变, 968f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9840, 变, 970f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9840, 白, 972f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 快, 974f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 慢, 976f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9915, 快, 978f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 变, 980f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 白, 982f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 变, 984f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9840, 慢, 986f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9915, 白, 988f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 白, 990f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9890, 变, 992f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9915, 变, 994f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9915, 白, 996f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9865, 变, 998f, SL次数: 0 [14:07]
[1, -599][DEBUG] N: [3-9 135 4-9 0] [慢 48 变 85 白 1 快 1]
加压a: [慢 1 变 2 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 89 变 127 白 152 快 132] 预计 16:17 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x5C136773
[1, -599][DEBUG] 阳光: 9840, 慢, 1000f, SL次数: 0 [14:07]
[1, -599][DEBUG] 阳光: 9915, 快, 1002f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 变, 1004f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9840, 变, 1006f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9840, 白, 1008f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 快, 1010f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 快, 1012f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 慢, 1014f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 变, 1016f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9840, 快, 1018f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 变, 1020f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9815, 快, 1022f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 慢, 1024f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 白, 1026f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 快, 1028f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 白, 1030f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 慢, 1032f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 快, 1034f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 快, 1036f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 快, 1038f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 变, 1040f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 白, 1042f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 白, 1044f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 白, 1046f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 白, 1048f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 变, 1050f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9840, 变, 1052f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9915, 变, 1054f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9865, 快, 1056f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 慢, 1058f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9840, 慢, 1060f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9840, 慢, 1062f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9915, 白, 1064f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 变, 1066f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9890, 变, 1068f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9840, 变, 1070f, SL次数: 0 [14:08]
[1, -599][DEBUG] 阳光: 9915, 快, 1072f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 变, 1074f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9915, 快, 1076f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 变, 1078f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9840, 慢, 1080f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 变, 1082f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9915, 快, 1084f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 快, 1086f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 慢, 1088f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9840, 白, 1090f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 快, 1092f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 慢, 1094f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9840, 快, 1096f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 白, 1098f, SL次数: 0 [14:09]
[1, -599][DEBUG] N: [3-9 150 4-9 0] [慢 54 变 94 白 1 快 1]
加压a: [慢 1 变 2 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 99 变 141 白 162 快 148] 预计 16:16 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x767F28FA
[1, -599][DEBUG] 阳光: 9865, 快, 1100f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 变, 1102f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9840, 慢, 1104f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9840, 快, 1106f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 快, 1108f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 白, 1110f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 变, 1112f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9815, 快, 1114f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 快, 1116f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 白, 1118f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 变, 1120f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9915, 快, 1122f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 白, 1124f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 慢, 1126f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9840, 慢, 1128f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9915, 快, 1130f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 变, 1132f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9890, 变, 1134f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9915, 白, 1136f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 快, 1138f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 变, 1140f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9915, 快, 1142f, SL次数: 0 [14:09]
[1, -599][DEBUG] 阳光: 9865, 变, 1144f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9840, 白, 1146f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 白, 1148f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 变, 1150f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 慢, 1152f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 慢, 1154f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 白, 1156f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 慢, 1158f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 快, 1160f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 白, 1162f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 慢, 1164f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 变, 1166f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9915, 快, 1168f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 快, 1170f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 慢, 1172f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9840, 变, 1174f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 慢, 1176f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 快, 1178f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 变, 1180f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 快, 1182f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 慢, 1184f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 慢, 1186f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 快, 1188f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 慢, 1190f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9915, 快, 1192f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 快, 1194f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 白, 1196f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 快, 1198f, SL次数: 0 [14:10]
[1, -599][DEBUG] N: [3-9 161 4-9 0] [慢 60 变 99 白 1 快 1]
加压a: [慢 1 变 2 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 111 变 152 白 171 快 166] 预计 16:16 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x9CA8F08C
[1, -599][DEBUG] 阳光: 9865, 白, 1200f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 变, 1202f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 白, 1204f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 快, 1206f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9865, 慢, 1208f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9915, 变, 1210f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 快, 1212f, SL次数: 0 [14:10]
[1, -599][DEBUG] 阳光: 9890, 变, 1214f, SL次数: 0 [14:11]
